%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=209736, 2015/04/25 14:9:30.36)
7 71  2.054085835956409198e+02 0 0 2.969483e+00 6.654534e+00 5.541442e+00 4.930008e+00 7.324488e-01 4.159853e+00 7.661383e+00 2.446475e+00 1.653558e+00 3.270710e-01 
8 81  2.084350305410872011e+02 0 0 1.026099e+00 5.278472e+00 4.712393e+00 5.878426e+00 1.685936e+00 5.945730e+00 4.915082e+00 1.705964e+00 1.375349e+00 1.084312e+00 
10 101  2.108268735143947197e+02 0 0 1.227796e+00 5.161336e+00 6.607532e+00 6.236759e+00 1.002777e-01 6.663752e+00 6.167898e+00 -8.403025e-01 1.505021e+00 5.110028e-01 
8 81  2.042649371817201995e+02 0 0 2.078524e+00 5.521896e+00 5.466957e+00 4.670260e+00 6.339339e-01 4.599421e+00 5.666139e+00 1.212918e+00 1.525264e+00 -4.431856e-01 
8 81  2.193108828218557278e+02 0 0 3.674528e+00 7.405152e+00 6.500050e+00 6.215111e+00 5.004285e-01 3.598346e+00 7.835606e+00 2.676551e+00 1.745250e+00 -4.559474e-01 
9 91  2.034735678463533759e+02 0 0 4.288921e-01 6.198615e+00 6.080244e+00 6.892038e+00 1.704564e+00 5.094903e+00 4.951618e+00 1.090232e+00 1.562944e+00 1.111491e+00 
11 111  2.110094647151014726e+02 0 0 1.462468e+00 5.630428e+00 6.826628e+00 6.039761e+00 8.700501e-01 6.672543e+00 5.743510e+00 -1.234160e+00 1.399607e+00 -1.142905e-01 
9 91  2.062096625040910567e+02 0 0 1.954066e+00 5.428574e+00 5.741956e+00 5.192689e+00 1.367034e-01 3.973443e+00 6.306127e+00 1.671531e+00 1.575628e+00 1.269509e-01 
9 91  2.118861763232572457e+02 0 0 2.975978e+00 9.091492e+00 5.883582e+00 5.309619e+00 -1.451608e-01 3.547338e+00 8.063303e+00 1.969538e+00 1.791657e+00 3.093516e-01 
10 101  2.069392050723412240e+02 0 0 7.909575e-01 4.796167e+00 6.372547e+00 5.996585e+00 3.546849e+00 5.425418e+00 5.432514e+00 9.744273e-01 1.248995e+00 -1.348841e-01 
12 121  2.105615094149667357e+02 0 0 6.714113e-01 6.729055e+00 6.087955e+00 6.419442e+00 9.365472e-01 6.943844e+00 5.954844e+00 -2.384196e+00 1.711783e+00 2.456561e-01 
11 111  2.094007899949572220e+02 0 0 7.680052e-04 5.720620e+00 6.079541e+00 7.084986e+00 2.651836e+00 5.125571e+00 5.104989e+00 1.249489e+00 2.041029e+00 5.620900e-01 
10 101  2.221659388597691986e+02 0 0 3.411241e+00 6.308498e+00 5.718607e+00 7.369410e+00 1.319283e-02 4.623154e+00 7.380158e+00 1.213067e+00 2.412036e+00 -1.324879e+00 
10 101  2.069035855068497085e+02 0 0 1.334737e+00 5.333060e+00 5.789418e+00 6.832203e+00 1.067818e+00 3.533932e+00 5.653707e+00 5.399228e-01 1.463253e+00 -4.278580e-02 
13 131  2.100116522104859200e+02 0 0 9.550732e-01 5.378477e+00 6.891330e+00 5.275717e+00 1.109689e+00 6.236077e+00 5.120429e+00 -1.864131e+00 1.536103e+00 1.011799e+00 
12 121  2.119469924235148426e+02 0 0 2.172889e+00 5.724417e+00 6.317832e+00 6.161299e+00 3.364212e+00 4.981481e+00 5.663180e+00 1.333862e+00 2.057997e+00 1.849645e-01 
11 111  2.044179913449162598e+02 0 0 1.925592e-01 5.767553e+00 5.480998e+00 6.524335e+00 8.895407e-01 4.601796e+00 7.089006e+00 6.101979e-01 1.539807e+00 -3.433162e-01 
11 111  2.124989736111685943e+02 0 0 2.996189e+00 7.200719e+00 5.110449e+00 6.701195e+00 4.587928e-01 3.376341e+00 6.566175e+00 1.434838e+00 1.827584e+00 4.402745e-01 
14 141  2.094194017702153872e+02 0 0 1.476939e+00 5.835914e+00 6.121595e+00 6.655624e+00 1.337538e+00 6.754006e+00 5.715360e+00 -1.540074e+00 1.522332e+00 -3.837225e-01 
13 131  2.065885255772622031e+02 0 0 1.450751e+00 5.096436e+00 5.407072e+00 5.622073e+00 3.143051e+00 5.598620e+00 5.903714e+00 1.334531e+00 1.266391e+00 1.077160e+00 
12 121  1.980755237041108501e+02 0 0 6.502834e-01 5.753376e+00 6.199951e+00 7.543091e+00 6.648028e-01 5.234327e+00 4.864313e+00 9.700592e-01 1.335255e+00 -1.615554e-02 
15 151  2.066103629269807129e+02 0 0 1.133250e+00 5.706118e+00 6.048976e+00 5.928577e+00 1.031131e+00 5.966128e+00 5.223533e+00 -1.656788e+00 1.258987e+00 2.610940e-01 
14 141  2.098444072921898282e+02 0 0 9.342032e-01 5.482757e+00 5.969740e+00 6.263524e+00 2.485157e+00 4.797041e+00 4.863489e+00 1.256052e-01 1.032836e+00 -4.152072e-02 
12 121  1.978059349280826211e+02 0 0 1.156646e+00 5.751554e+00 6.027104e+00 6.182645e+00 8.090187e-01 4.687619e+00 5.974340e+00 1.166542e+00 1.530454e+00 1.877545e-01 
15 151  2.053473028686328234e+02 0 0 1.538064e+00 5.385742e+00 6.114947e+00 6.671584e+00 3.243795e+00 4.971270e+00 5.488300e+00 1.945916e-01 1.755813e+00 7.106430e-01 
13 131  2.072603385078529925e+02 0 0 2.609711e+00 5.146081e+00 5.726554e+00 5.910762e+00 9.271783e-01 5.748612e+00 5.789537e+00 1.652213e+00 2.136258e+00 -9.304469e-01 
16 161  2.062003893436229021e+02 0 0 1.408824e+00 5.667462e+00 6.128971e+00 5.899169e+00 9.255456e-01 6.411106e+00 4.852750e+00 -1.502022e+00 1.528180e+00 -2.102449e-01 
13 131  1.979923047120837509e+02 0 0 6.573735e-01 6.313907e+00 5.922359e+00 6.092208e+00 1.275605e+00 4.999294e+00 5.532517e+00 1.302052e+00 1.542044e+00 -1.302702e-01 
16 161  2.080157017740897345e+02 0 0 1.610154e+00 4.163212e+00 5.687477e+00 6.808926e+00 2.304749e+00 6.472682e+00 5.745711e+00 4.889641e-02 1.597531e+00 8.355348e-01 
17 171  2.026266512831618343e+02 0 0 1.016495e+00 5.334224e+00 5.933470e+00 5.955150e+00 2.033326e+00 5.259182e+00 5.451305e+00 -1.480749e+00 1.641039e+00 -8.815497e-01 
14 141  2.086053050283433947e+02 0 0 1.735405e+00 6.211610e+00 6.072374e+00 6.264398e+00 -9.027323e-01 5.169362e+00 6.997602e+00 2.230183e+00 1.398386e+00 2.970744e-01 
14 141  1.969024713730809708e+02 0 0 8.771104e-01 5.925343e+00 5.722642e+00 6.420313e+00 1.557875e+00 4.992553e+00 5.554778e+00 1.185116e+00 1.776124e+00 1.686647e-01 
17 171  2.107774070943086144e+02 0 0 1.192643e+00 4.678993e+00 5.363565e+00 7.936735e+00 1.693768e+00 5.893822e+00 5.010107e+00 -1.304266e-02 1.492717e+00 1.488936e+00 
18 181  2.035130074291483879e+02 0 0 1.367943e+00 5.272480e+00 6.476307e+00 5.641410e+00 7.975963e-01 5.700307e+00 5.742740e+00 -1.243662e+00 1.444370e+00 -4.816311e-01 
18 181  1.998637575274629796e+02 0 0 1.989063e+00 4.894960e+00 5.870501e+00 6.501083e+00 2.685769e+00 6.321714e+00 4.877155e+00 2.996814e-01 1.515647e+00 3.516857e-01 
15 151  1.988644346837699004e+02 0 0 4.797368e-01 6.172552e+00 5.304137e+00 6.562822e+00 6.577521e-01 5.078159e+00 5.801924e+00 1.305716e+00 1.267307e+00 2.026471e-01 
15 151  2.081649694914118527e+02 0 0 1.817683e-01 6.478442e+00 6.728453e+00 6.266913e+00 -2.933625e-02 5.325970e+00 6.655260e+00 9.377890e-01 1.800518e+00 3.580909e-01 
19 191  2.079326701280289171e+02 0 0 1.767189e+00 5.801686e+00 5.666858e+00 6.492427e+00 3.266958e+00 7.172732e+00 4.886956e+00 8.352116e-01 1.365113e+00 3.200974e-01 
19 191  2.059611929441627467e+02 0 0 1.445638e+00 5.413485e+00 7.091392e+00 6.140746e+00 8.323654e-01 5.524832e+00 5.393028e+00 -9.058049e-01 1.789009e+00 -1.613582e-01 
16 161  1.985566265690792704e+02 0 0 1.112177e+00 5.784603e+00 5.720087e+00 6.234045e+00 7.583158e-01 5.687112e+00 5.123951e+00 1.170929e+00 1.682679e+00 3.810113e-01 
16 161  2.110926302768478990e+02 0 0 7.735425e-01 6.394843e+00 6.445203e+00 6.095810e+00 4.857247e-01 4.099953e+00 6.707603e+00 1.340795e+00 1.927347e+00 2.955377e-01 
20 201  1.998565216658823260e+02 0 0 1.340461e+00 5.283839e+00 5.063603e+00 6.349693e+00 3.492172e+00 5.738668e+00 4.747849e+00 6.375294e-01 1.471344e+00 3.008266e-01 
17 171  1.970818394013825525e+02 0 0 8.150070e-01 6.220010e+00 5.900980e+00 5.358097e+00 8.247182e-01 5.224829e+00 5.718739e+00 1.702536e+00 1.641025e+00 4.935220e-01 
20 201  2.056384878909169629e+02 0 0 1.846604e+00 5.508164e+00 6.677852e+00 6.171758e+00 4.116276e-01 5.434520e+00 5.704902e+00 -1.206989e+00 1.744334e+00 1.008159e-01 
17 171  1.996811756149298276e+02 0 0 9.701998e-01 6.583774e+00 6.160100e+00 5.800803e+00 -2.004902e-01 4.126767e+00 5.911428e+00 1.543872e+00 1.570614e+00 -1.414654e-01 
18 181  1.972949868338818646e+02 0 0 9.362755e-01 5.894935e+00 5.544873e+00 5.784518e+00 5.861889e-01 5.128595e+00 5.376734e+00 1.856612e+00 1.590773e+00 5.561222e-01 
18 181  2.018355676318445262e+02 0 0 7.575237e-01 6.241021e+00 5.164701e+00 6.392900e+00 1.072310e+00 4.300081e+00 6.820279e+00 7.833238e-01 1.506100e+00 2.875066e-01 
19 191  2.011092806628760741e+02 0 0 8.583370e-01 6.083429e+00 5.872923e+00 6.175586e+00 7.120505e-01 5.534188e+00 5.040170e+00 1.744898e+00 1.753231e+00 5.108884e-01 
19 191  2.019629663493406042e+02 0 0 5.158086e-02 5.239140e+00 5.591607e+00 6.602881e+00 8.917941e-01 4.774931e+00 6.117556e+00 6.315839e-01 1.293750e+00 1.715755e-01 
20 201  1.976371347744345144e+02 0 0 7.617459e-01 6.331490e+00 5.468959e+00 5.974761e+00 9.237869e-01 5.340637e+00 5.569788e+00 1.674562e+00 1.640273e+00 3.816664e-01 
20 201  2.046716603948861462e+02 0 0 8.159006e-01 5.350067e+00 6.154309e+00 8.248534e+00 1.620905e+00 4.495852e+00 5.511940e+00 1.424841e+00 1.663955e+00 -1.252455e-01 
